,host_id,host_acceptance_rate,host_response_rate,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating,reviews_per_month,superhost_flag,host_identity_verified_flag
2042,257395098,100%,100%,35.46299,-82.50867,Entire house,Entire home/apt,6,2,3.0,3.0,152.00,98.0,3.53,1,0
2045,119766721,100%,96%,35.59266,-82.55705,Entire apartment,Entire home/apt,2,1,,1.0,88.00,96.0,9.58,1,0
2047,306509163,100%,100%,35.58412,-82.57942,Private room in guest suite,Private room,2,1,1.0,1.0,82.00,100.0,1.62,1,1
2050,8201847,94%,100%,35.60433,-82.55889,Entire apartment,Entire home/apt,2,2,1.0,1.0,68.00,100.0,0.73,0,1
2052,16757369,100%,100%,35.60202,-82.55922,Entire guest suite,Entire home/apt,2,1,1.0,1.0,106.00,100.0,5.4,1,1
2053,167186184,100%,100%,35.58671,-82.55302,Entire townhouse,Entire home/apt,6,2,2.0,2.0,302.00,96.0,2.54,1,1
2054,231291927,100%,98%,35.63255,-82.62893,Tiny house,Entire home/apt,2,1,1.0,1.0,82.00,98.0,12.32,1,1
2055,151397468,99%,100%,35.43868,-82.52516,Entire house,Entire home/apt,8,2,4.0,5.0,160.00,100.0,1.89,0,0
2057,3894475,69%,100%,35.61787,-82.50294,Entire guest suite,Entire home/apt,2,1,1.0,1.0,88.00,97.0,1.2,0,1
2058,2973080,80%,100%,35.47514,-82.50034,Entire house,Entire home/apt,8,2.5,3.0,4.0,175.00,100.0,0.42,0,0
2059,264772108,100%,100%,35.63097,-82.58745,Entire cabin,Entire home/apt,4,1,1.0,2.0,100.00,100.0,3.36,1,0
2073,376172141,100%,100%,35.58079,-82.59404,Entire house,Entire home/apt,4,1,,2.0,114.00,98.0,8.82,1,1
2074,24620021,97%,100%,35.47479,-82.4937,Camper/RV,Entire home/apt,4,1,1.0,3.0,49.00,100.0,2.77,1,0
2075,134903005,100%,99%,35.63541,-82.46756,Entire house,Entire home/apt,8,2,3.0,4.0,363.00,100.0,0.58,0,1
2077,167186184,100%,100%,35.56316,-82.64799,Entire house,Entire home/apt,6,1,3.0,2.0,252.00,92.0,1.29,1,1
2078,149112188,100%,100%,35.60868,-82.60276,Entire cabin,Entire home/apt,2,1,1.0,1.0,110.00,100.0,5.07,1,1
2079,242474849,99%,100%,35.6279,-82.58341,Entire townhouse,Entire home/apt,6,1,2.0,3.0,104.00,97.0,5.54,1,1
2080,4806300,100%,100%,35.60055,-82.54092,Entire guest suite,Entire home/apt,4,1,1.0,2.0,150.00,100.0,10.67,1,1
2081,215105213,100%,100%,35.59634,-82.60191,Entire apartment,Entire home/apt,5,1,2.0,2.0,99.00,99.0,6.67,1,1
2082,376734011,100%,100%,35.5531,-82.49064,Entire cottage,Entire home/apt,6,2,3.0,4.0,250.00,100.0,3.0,0,1
2087,175128252,99%,100%,35.52785,-82.6065,Private room in bed and breakfast,Private room,2,1,,1.0,220.00,60.0,1.0,0,1
2089,373975396,100%,88%,35.55702,-82.53012,Entire house,Entire home/apt,4,1,1.0,2.0,142.00,100.0,0.45,0,0
2096,167186184,100%,100%,35.58953,-82.5525,Entire condominium,Entire home/apt,4,2,2.0,3.0,281.00,95.0,1.29,1,1
2097,167186184,100%,100%,35.58885,-82.5519,Entire condominium,Entire home/apt,6,2,2.0,3.0,295.00,100.0,1.33,1,1
2098,167186184,100%,100%,35.5895,-82.55259,Entire condominium,Entire home/apt,6,2,2.0,3.0,424.00,98.0,2.14,1,1
2099,223022349,100%,100%,35.57901,-82.64227,Entire house,Entire home/apt,6,2,3.0,3.0,100.00,100.0,2.31,0,1
2100,219079968,96%,100%,35.5935,-82.58918,Entire house,Entire home/apt,8,2,3.0,5.0,300.00,100.0,2.45,0,1
2101,145987810,100%,100%,35.55195,-82.62668,Entire house,Entire home/apt,10,3,4.0,5.0,247.00,100.0,5.66,1,1
2102,23033077,33%,100%,35.61914,-82.50464,Entire guest suite,Entire home/apt,4,1,2.0,2.0,130.00,100.0,1.0,0,1
2103,64685297,90%,100%,35.55832,-82.49949,Entire guest suite,Entire home/apt,4,1,,1.0,90.00,98.0,3.1,1,0
2104,62653397,100%,100%,35.5471,-82.52972,Entire bungalow,Entire home/apt,5,1,2.0,3.0,179.00,100.0,1.0,0,0
2105,233954569,100%,100%,35.60638,-82.6129,Private room in guest suite,Private room,2,1,1.0,1.0,75.00,100.0,2.87,0,1
2106,45217605,55%,100%,35.44153,-82.52243,Entire cabin,Entire home/apt,4,1,1.0,0.0,300.00,95.0,2.03,0,0
2107,102391297,60%,100%,35.57323,-82.57772,Entire house,Entire home/apt,7,2.5,2.0,2.0,130.00,100.0,0.74,0,1
2108,378581352,100%,100%,35.5746,-82.6291,Entire guest suite,Entire home/apt,2,1,1.0,1.0,73.00,100.0,0.37,0,1
2109,176322619,100%,100%,35.56465,-82.51064,Entire guest suite,Entire home/apt,2,1,1.0,1.0,95.00,100.0,1.97,1,0
2110,112407742,99%,100%,35.46647,-82.46262,Entire house,Entire home/apt,8,2,3.0,4.0,258.00,100.0,1.68,1,1
2112,378895410,100%,100%,35.59735,-82.55316,Entire loft,Entire home/apt,4,1,1.0,2.0,130.00,98.0,6.94,1,1
2114,167186184,100%,100%,35.59048,-82.55057,Entire condominium,Entire home/apt,6,2,2.0,3.0,281.00,100.0,1.62,1,1
2115,167186184,100%,100%,35.58899,-82.55049,Entire condominium,Entire home/apt,4,1,1.0,2.0,252.00,88.0,1.38,1,1
2117,309043879,97%,100%,35.45926,-82.53492,Entire house,Entire home/apt,6,1,2.0,3.0,142.00,98.0,4.58,1,1
2118,167186184,100%,100%,35.59094,-82.55282,Entire condominium,Entire home/apt,6,2,2.0,3.0,238.00,100.0,1.33,1,1
2119,367363875,100%,100%,35.59546,-82.55421,Entire loft,Entire home/apt,5,2,2.0,2.0,275.00,100.0,2.11,1,0
2120,369730047,100%,100%,35.57014,-82.64105,Entire bungalow,Entire home/apt,6,1,2.0,3.0,188.00,100.0,3.2,1,0
2121,35338953,92%,100%,35.58038,-82.57016,Entire house,Entire home/apt,8,3.5,4.0,4.0,149.00,100.0,0.58,1,1
2122,72193612,99%,100%,35.58752,-82.53205,Entire guest suite,Entire home/apt,4,1,2.0,2.0,155.00,95.0,2.22,1,1
2123,367363875,100%,100%,35.59546,-82.55421,Entire loft,Entire home/apt,4,1,1.0,2.0,225.00,100.0,2.5,1,0
2125,380482401,100%,100%,35.60148,-82.54099,Entire guest suite,Entire home/apt,4,1,2.0,2.0,150.00,83.0,1.58,0,1
2130,231291927,100%,98%,35.63184,-82.62874,Tiny house,Entire home/apt,2,1,1.0,1.0,86.00,93.0,13.03,1,1
2131,367363875,100%,100%,35.59546,-82.55421,Entire loft,Entire home/apt,4,1,1.0,2.0,225.00,100.0,3.16,1,0
2133,367363875,100%,100%,35.59546,-82.55421,Entire loft,Entire home/apt,5,2.5,2.0,2.0,275.00,100.0,3.56,1,0
2134,167186184,100%,100%,35.58919,-82.55212,Entire condominium,Entire home/apt,6,2,2.0,3.0,324.00,96.0,1.69,1,1
2137,26298166,80%,92%,35.58694,-82.4658,Entire apartment,Entire home/apt,4,2,2.0,3.0,125.00,88.0,1.53,0,1
2138,381741119,100%,100%,35.50485,-82.61313,Entire house,Entire home/apt,7,2,3.0,4.0,175.00,100.0,3.17,0,1
2139,356531815,96%,90%,35.62479,-82.61199,Entire house,Entire home/apt,9,3,4.0,5.0,207.00,95.0,2.76,0,1
2140,116422119,100%,100%,35.53856,-82.5281,Entire house,Entire home/apt,4,2,2.0,2.0,159.00,100.0,1.26,0,1
2141,38254165,99%,100%,35.58431,-82.57759,Tiny house,Entire home/apt,2,1,,1.0,89.00,99.0,10.93,1,1
2142,270115998,100%,100%,35.57775,-82.60505,Entire guest suite,Entire home/apt,4,1,2.0,2.0,99.00,100.0,1.0,0,0
2144,283314770,100%,100%,35.56857,-82.5915,Entire guest suite,Entire home/apt,4,1,1.0,2.0,83.00,100.0,10.0,1,0
2145,1146315,100%,100%,35.6062,-82.56076,Entire guest suite,Entire home/apt,2,1,1.0,1.0,100.00,100.0,0.83,0,1
2146,338836359,99%,100%,35.45915,-82.56076,Tiny house,Entire home/apt,4,1,1.0,2.0,81.00,100.0,7.28,1,1
2148,96187307,99%,100%,35.52652,-82.48041,Entire house,Entire home/apt,9,3,4.0,5.0,302.00,80.0,1.0,1,1
2150,339931230,97%,100%,35.60753,-82.61299,Entire house,Entire home/apt,4,2,2.0,2.0,153.00,100.0,6.82,0,0
2152,384379513,100%,100%,35.43999,-82.51677,Camper/RV,Entire home/apt,5,1,1.0,4.0,81.00,100.0,1.85,0,0
2153,55044333,97%,100%,35.56791,-82.61392,Entire apartment,Entire home/apt,2,1,1.0,1.0,81.00,100.0,7.5,1,1
2154,63470884,100%,100%,35.60388,-82.55463,Entire apartment,Entire home/apt,3,1,1.0,2.0,135.00,100.0,3.33,0,0
2155,13976264,93%,100%,35.47476,-82.49327,Entire house,Entire home/apt,6,2,3.0,3.0,201.00,100.0,2.67,1,1
2156,384950560,98%,100%,35.45981,-82.56954,Tiny house,Entire home/apt,2,1,,1.0,124.00,100.0,11.36,1,1
2157,384230858,94%,95%,35.52521,-82.61117,Entire guest suite,Entire home/apt,2,1,1.0,1.0,76.00,66.0,2.88,0,0
2158,167186184,100%,100%,35.62563,-82.51996,Entire house,Entire home/apt,12,3,5.0,7.0,381.00,100.0,3.58,1,1
2159,384230858,94%,95%,35.52361,-82.61202,Entire guest suite,Entire home/apt,2,1,1.0,1.0,71.00,83.0,5.85,0,0
2160,215033266,99%,100%,35.57946,-82.64509,Entire guesthouse,Entire home/apt,4,1,2.0,2.0,74.00,99.0,13.85,1,1
2161,1452350,100%,100%,35.58284,-82.59389,Entire guest suite,Entire home/apt,4,1,1.0,2.0,141.00,100.0,4.83,0,0
2162,385371093,100%,75%,35.58475,-82.57182,Entire apartment,Entire home/apt,4,1,1.0,2.0,200.00,100.0,0.7,0,1
2163,385516193,100%,100%,35.54461,-82.52525,Entire guest suite,Entire home/apt,4,1,1.0,1.0,75.00,98.0,13.58,1,1
2164,29603611,100%,100%,35.6024,-82.573,Entire guest suite,Entire home/apt,4,1,1.0,2.0,92.00,100.0,6.99,0,1
2166,367363875,100%,100%,35.59546,-82.55421,Entire loft,Entire home/apt,3,1,1.0,1.0,225.00,100.0,4.74,1,0
2167,181480147,98%,96%,35.59771,-82.55314,Entire loft,Entire home/apt,4,1,2.0,2.0,226.00,97.0,3.75,1,1
2168,160076615,93%,100%,35.59302,-82.55611,Entire condominium,Entire home/apt,6,2,2.0,3.0,371.00,100.0,3.18,0,1
2171,42432803,100%,100%,35.51158,-82.61052,Entire guest suite,Entire home/apt,4,1,1.0,2.0,100.00,100.0,1.34,0,1
2174,384261838,100%,92%,35.45559,-82.47377,Entire house,Entire home/apt,6,1,2.0,2.0,125.00,96.0,4.55,1,1
2175,384230858,94%,95%,35.5247,-82.61286,Entire apartment,Entire home/apt,6,2,3.0,3.0,88.00,92.0,4.11,0,0
2177,384230858,94%,95%,35.52473,-82.6129,Entire apartment,Entire home/apt,2,1,2.0,2.0,88.00,91.0,5.34,0,0
2178,9120086,94%,100%,35.60159,-82.55904,Entire house,Entire home/apt,6,2.5,3.0,3.0,135.00,100.0,1.0,1,1
2180,167186184,100%,100%,35.58706,-82.5497,Entire townhouse,Entire home/apt,6,3,3.0,3.0,352.00,100.0,2.88,1,1
2181,10699816,100%,100%,35.5516,-82.62646,Entire house,Entire home/apt,14,3,4.0,5.0,248.00,100.0,5.0,1,1
2182,198870891,92%,90%,35.5905,-82.46953,Entire house,Entire home/apt,6,2,2.0,2.0,135.00,100.0,3.0,0,1
2183,41847750,100%,100%,35.59416,-82.5511,Entire condominium,Entire home/apt,6,2,2.0,3.0,262.00,100.0,2.88,0,1
2186,105165560,100%,100%,35.64937,-82.57896,Entire house,Entire home/apt,6,1,3.0,4.0,186.00,100.0,0.91,0,1
2187,15788000,99%,98%,35.56304,-82.69105,Entire cottage,Entire home/apt,4,1,2.0,2.0,172.00,98.0,6.82,0,0
2189,122746719,98%,100%,35.5126,-82.66148,Entire cabin,Entire home/apt,6,2.5,2.0,3.0,221.00,100.0,8.65,0,1
2190,167186184,100%,100%,35.56573,-82.54047,Entire condominium,Entire home/apt,6,2,2.0,3.0,252.00,100.0,0.91,1,1
2191,70490297,90%,100%,35.56465,-82.48452,Private room in bungalow,Private room,2,1,1.0,1.0,74.00,100.0,0.51,0,0
2192,70490297,90%,100%,35.56431,-82.4845,Private room in bungalow,Private room,2,1,1.0,2.0,49.00,100.0,3.16,0,0
2193,167186184,100%,100%,35.56364,-82.54184,Entire condominium,Entire home/apt,8,2,2.0,5.0,252.00,100.0,0.92,1,1
2195,242474849,99%,100%,35.62811,-82.58304,Entire townhouse,Entire home/apt,12,2,4.0,6.0,196.00,100.0,2.0,1,1
2197,4294340,98%,100%,35.57848,-82.59395,Entire guest suite,Entire home/apt,2,1,1.0,1.0,133.00,100.0,3.05,0,1
2199,148593846,100%,100%,35.5642,-82.6588,Entire apartment,Entire home/apt,3,1,1.0,2.0,70.00,100.0,2.27,1,1
2200,388181175,100%,100%,35.57099,-82.57086,Entire guest suite,Entire home/apt,2,1,1.0,1.0,90.00,100.0,7.0,0,0
2204,14272100,100%,100%,35.52772,-82.48081,Entire cottage,Entire home/apt,2,1,1.0,1.0,86.00,100.0,6.0,0,1
2206,257459483,98%,100%,35.60051,-82.55988,Entire apartment,Entire home/apt,8,2,2.0,4.0,249.00,100.0,2.0,1,0
2208,149601167,99%,100%,35.6207,-82.57758,Entire condominium,Entire home/apt,8,2,3.0,4.0,119.00,100.0,1.82,0,1
2209,19288356,100%,100%,35.57513,-82.59811,Entire guest suite,Entire home/apt,4,1,1.0,2.0,104.00,100.0,7.0,0,1
2210,28998183,90%,100%,35.61069,-82.47197,Entire house,Entire home/apt,4,1.5,2.0,2.0,127.00,90.0,2.0,0,1
2213,26025261,100%,100%,35.55394,-82.4895,Entire guest suite,Entire home/apt,2,1,1.0,1.0,101.00,100.0,3.0,0,1
2214,478398,100%,100%,35.62256,-82.57153,Entire house,Entire home/apt,4,2.5,2.0,2.0,145.00,100.0,3.0,1,1
2215,367363875,100%,100%,35.59546,-82.55421,Entire loft,Entire home/apt,3,1,1.0,1.0,225.00,100.0,3.0,1,0
2218,8480253,100%,100%,35.59373,-82.55349,Entire condominium,Entire home/apt,2,1,1.0,1.0,150.00,100.0,1.0,0,1
2223,167186184,100%,100%,35.60188,-82.54697,Entire condominium,Entire home/apt,2,1,1.0,1.0,91.00,100.0,0.91,1,1
2224,242474849,99%,100%,35.55106,-82.51424,Entire house,Entire home/apt,4,1,2.0,2.0,106.00,98.0,8.0,1,1
2225,231291927,100%,98%,35.63073,-82.62835,Tiny house,Entire home/apt,3,1,1.0,1.0,171.00,94.0,12.67,1,1
2228,231291927,100%,98%,35.63178,-82.63037,Farm stay,Entire home/apt,3,1,,1.0,65.00,98.0,10.21,1,1
2230,231291927,100%,98%,35.63332,-82.62821,Entire house,Entire home/apt,6,2,3.0,3.0,109.00,100.0,10.0,1,1
2231,231291927,100%,98%,35.63172,-82.62885,Camper/RV,Entire home/apt,4,1,,3.0,97.00,96.0,11.74,1,1
2233,151397468,99%,100%,35.48385,-82.51373,Entire cabin,Entire home/apt,8,2,4.0,4.0,203.00,100.0,1.0,0,0
2235,55299655,100%,100%,35.58122,-82.51076,Private room in guest suite,Private room,2,1,1.0,1.0,70.00,100.0,3.0,0,1
2236,342117529,83%,100%,35.60758,-82.55633,Private room in bed and breakfast,Private room,2,1,,1.0,118.00,100.0,0.68,1,0
2237,342117529,83%,100%,35.60702,-82.55756,Private room in bed and breakfast,Private room,2,1,,1.0,132.00,100.0,1.0,1,0
2241,167186184,100%,100%,35.59044,-82.55072,Entire apartment,Entire home/apt,6,2,2.0,3.0,338.00,100.0,1.76,1,1
